what,kind,bundleId,bundleVersion,description,time
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502437
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502437
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502438
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502438
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502439
error,log,,,"palette: Failed to find style 'textViewStyle' in current theme",1348678502439
error,log,,,"palette: Failed to find style 'textViewStyle' in current theme",1348678502440
error,log,,,"",1348678502445
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502448
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502449
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502450
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502451
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502452
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502453
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502454
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502455
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502456
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502457
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502458
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502459
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502459
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502461
error,log,,,"palette: Failed to find style 'buttonStyle' in current theme",1348678502462
error,log,,,"palette: Failed to find style 'buttonStyle' in current theme",1348678502462
error,log,,,"palette: Failed to find style 'buttonStyle' in current theme",1348678502463
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502494
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502495
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502496
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502497
error,log,,,"palette: Failed to find style 'editTextStyle' in current theme",1348678502498
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502498
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502500
error,log,,,"palette: Failed to find style 'imageButtonStyle' in current theme",1348678502501
